ts,symbol,net24,net7,net30,fee24,closed,wins,profit_factor,avg_pnl,last_trade_side,last_trade_time,last_trade_price,last_trade_qty
2026-03-10 15:52:59,SOLUSDT,-0.11490633,-0.11490633,-0.11490633,0.19763633,11,4,1.01565137,0.00040759,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 15:58:59,ADAUSDT,-0.30596319,-1.37180125,-1.98371547,0.57334319,43,12,0.97763736,-0.00044443,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 15:58:59,BNBUSDT,-0.22539770,-0.17420164,-0.17420164,0.39267770,30,13,0.97148653,-0.00044160,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 15:58:59,ETHUSDT,-0.41070491,-1.18242521,-0.74359902,0.36228391,21,9,0.73781336,-0.01091554,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 15:58:59,LINKUSDT,-0.14211033,-0.14211033,-0.14211033,0.04291033,2,0,0.00000000,-0.05821414,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 15:58:59,SOLUSDT,-0.11495256,-0.11495256,-0.11495256,0.19768256,11,4,1.01558692,0.00040592,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:06:58,ADAUSDT,-0.30545009,-1.37078701,-1.98270123,0.57283009,43,12,0.97793367,-0.00043846,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:06:58,BNBUSDT,-0.22504050,-0.17346025,-0.17346025,0.39232050,30,13,0.97182486,-0.00043631,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:06:58,ETHUSDT,-0.41041063,-1.18149678,-0.74266656,0.36198963,21,9,0.73795946,-0.01090859,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:06:58,LINKUSDT,-0.14214846,-0.14214846,-0.14214846,0.04294846,2,0,0.00000000,-0.05822179,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:06:58,SOLUSDT,-0.11512824,-0.11512824,-0.11512824,0.19785824,11,4,1.01534204,0.00039960,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:12:59,ADAUSDT,-0.30553363,-1.35911890,-1.98205088,0.57291363,43,12,0.97787440,-0.00043965,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:12:59,BNBUSDT,-0.22511194,-0.17360853,-0.17360853,0.39239194,30,13,0.97175719,-0.00043737,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:12:59,ETHUSDT,-0.41039480,-1.18061622,-0.74163380,0.36197380,21,9,0.73793023,-0.01090998,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:12:59,LINKUSDT,-0.14207287,-0.14207287,-0.14207287,0.04287287,2,0,0.00000000,-0.05820662,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:12:59,SOLUSDT,-0.11477997,-0.11477997,-0.11477997,0.19750997,11,4,1.01582757,0.00041213,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:19:02,ADAUSDT,-0.30702279,-1.36372823,-1.98723705,0.57440279,43,12,0.97704506,-0.00045636,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:19:02,BNBUSDT,-0.22611211,-0.17568442,-0.17568442,0.39339211,30,13,0.97081011,-0.00045218,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:19:02,ETHUSDT,-0.41134686,-1.18504416,-0.74633541,0.36292586,21,9,0.73752123,-0.01092945,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:19:02,LINKUSDT,-0.14217723,-0.14217723,-0.14217723,0.04297723,2,0,0.00000000,-0.05822757,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:19:02,SOLUSDT,-0.11526076,-0.11526076,-0.11526076,0.19799076,11,4,1.01515734,0.00039483,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:25:01,ADAUSDT,-0.30628141,-1.36044559,-1.98332513,0.57366141,43,12,0.97743988,-0.00044841,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:25:01,BNBUSDT,-0.22563584,-0.17469590,-0.17469590,0.39291584,30,13,0.97126102,-0.00044513,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:25:01,ETHUSDT,-0.40199464,-1.18261452,-0.74372937,0.35357364,20,9,0.74528219,-0.01102237,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:25:01,LINKUSDT,-0.14209561,-0.14209561,-0.14209561,0.04289561,2,0,0.00000000,-0.05821118,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:25:01,SOLUSDT,-0.11488476,-0.11488476,-0.11488476,0.19761476,11,4,1.01568145,0.00040836,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:31:04,ADAUSDT,-0.28095134,-1.35713841,-1.97954599,0.55341134,42,12,0.99483507,-0.00010329,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:31:04,BNBUSDT,-0.16037314,-0.17333669,-0.17333669,0.37640314,29,13,1.10889314,0.00152886,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:31:04,ETHUSDT,-0.38552610,-1.18044414,-0.74148439,0.34355310,20,9,0.75113779,-0.01068735,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:31:04,LINKUSDT,-0.14206283,-0.14206283,-0.14206283,0.04286283,2,0,0.00000000,-0.05820460,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:31:04,SOLUSDT,-0.11473374,-0.11473374,-0.11473374,0.19746374,11,4,1.01589204,0.00041380,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:37:04,ADAUSDT,-0.12040867,-1.35727364,-1.97968122,0.53370867,40,12,1.21238774,0.00365939,COMPRA,2026-03-10 15:20:06,0.2649,48.2
2026-03-10 16:37:04,BNBUSDT,-0.15323542,-0.17343554,-0.17343554,0.36926542,27,13,1.12875604,0.00190741,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:37:04,ETHUSDT,-0.37605425,-1.18002861,-0.74099200,0.33408125,19,9,0.75949362,-0.01075233,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 16:37:04,LINKUSDT,-0.14205681,-0.14205681,-0.14205681,0.04285681,2,0,0.00000000,-0.05820339,COMPRA,2026-03-10 15:15:06,9.02,1.25
2026-03-10 16:37:04,SOLUSDT,-0.11470600,-0.11470600,-0.11470600,0.19743600,11,4,1.01593073,0.00041480,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:38:21,BNBUSDT,-0.15324102,-0.17344790,-0.17344790,0.36927102,27,13,1.12874983,0.00190733,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:38:21,SOLUSDT,-0.11476764,-0.11476764,-0.11476764,0.19749764,11,4,1.01584476,0.00041258,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:43:46,BNBUSDT,-0.15384515,-0.17478240,-0.17478240,0.36987515,27,13,1.12807883,0.00189773,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:43:46,SOLUSDT,-0.11510050,-0.11510050,-0.11510050,0.19783050,11,4,1.01538070,0.00040060,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:49:13,BNBUSDT,-0.15342561,-0.17385566,-0.17385566,0.36945561,27,13,1.12854477,0.00190439,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:49:13,SOLUSDT,-0.11486935,-0.11486935,-0.11486935,0.19759935,11,4,1.01570294,0.00040892,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:54:35,BNBUSDT,-0.15359343,-0.17422636,-0.17422636,0.36962343,27,13,1.12835838,0.00190173,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:54:35,SOLUSDT,-0.11496181,-0.11496181,-0.11496181,0.19769181,11,4,1.01557403,0.00040559,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 16:59:59,BNBUSDT,-0.19786505,-0.17465883,-0.17465883,0.36115505,27,12,0.99638547,-0.00005472,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 16:59:59,SOLUSDT,-0.11506968,-0.11506968,-0.11506968,0.19779968,11,4,1.01542366,0.00040171,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 17:05:23,BNBUSDT,-0.19847643,-0.17604276,-0.17604276,0.36176643,27,12,0.99572908,-0.00006467,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 17:05:23,SOLUSDT,-0.11541486,-0.11541486,-0.11541486,0.19814486,11,4,1.01494263,0.00038928,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 17:11:08,BNBUSDT,-0.19792509,-0.17479475,-0.17479475,0.36121509,27,12,0.99632099,-0.00005569,COMPRA,2026-03-10 15:44:14,641.44,0.032
2026-03-10 17:11:08,SOLUSDT,-0.11510358,-0.11510358,-0.11510358,0.19783358,11,4,1.01537640,0.00040049,COMPRA,2026-03-10 15:44:21,86.24,0.241
2026-03-10 17:13:19,BNBUSDT,-0.21347316,-0.19051527,-0.19051527,0.37676316,27,12,0.99617446,-0.00005791,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:13:19,SOLUSDT,-0.13079130,-0.13079130,-0.13079130,0.21352130,11,4,1.01526901,0.00039771,COMPRA,2026-03-10 17:12:33,86.05,0.06
2026-03-10 17:18:43,BNBUSDT,-0.21349596,-0.19056565,-0.19056565,0.37678596,27,12,0.99615101,-0.00005827,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:18:43,SOLUSDT,-0.13080460,-0.13080460,-0.13080460,0.21353460,11,4,1.01525183,0.00039727,COMPRA,2026-03-10 17:12:33,86.05,0.06
2026-03-10 17:24:08,BNBUSDT,-0.21424820,-0.19222839,-0.19222839,0.37753820,27,12,0.99537755,-0.00007000,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:24:08,SOLUSDT,-0.13124351,-0.13124351,-0.13124351,0.21397351,11,4,1.01468505,0.00038263,COMPRA,2026-03-10 17:12:33,86.05,0.06
2026-03-10 17:29:31,BNBUSDT,-0.21437927,-0.19251811,-0.19251811,0.37766927,27,12,0.99524283,-0.00007204,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:29:31,SOLUSDT,-0.13131999,-0.13131999,-0.13131999,0.21404999,11,4,1.01458633,0.00038008,COMPRA,2026-03-10 17:12:33,86.05,0.06
2026-03-10 17:34:53,BNBUSDT,-0.21433938,-0.19242994,-0.19242994,0.37762938,27,12,0.99528383,-0.00007142,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:34:53,SOLUSDT,-0.13129671,-0.13129671,-0.13129671,0.21402671,11,4,1.01461637,0.00038085,COMPRA,2026-03-10 17:12:33,86.05,0.06
2026-03-10 17:40:17,BNBUSDT,-0.21443056,-0.19263148,-0.19263148,0.37772056,27,12,0.99519011,-0.00007284,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:40:17,SOLUSDT,-0.38380142,-0.38380142,-0.38380142,0.24533142,12,4,0.55554185,-0.01938799,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 17:45:41,BNBUSDT,-0.21437357,-0.19250551,-0.19250551,0.37766357,27,12,0.99524868,-0.00007195,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:45:41,SOLUSDT,-0.38376332,-0.38376332,-0.38376332,0.24529332,12,4,0.55556192,-0.01938677,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 17:51:07,BNBUSDT,-0.21449895,-0.19278264,-0.19278264,0.37778895,27,12,0.99511982,-0.00007391,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:51:07,SOLUSDT,-0.38384715,-0.38384715,-0.38384715,0.24537715,12,4,0.55551778,-0.01938945,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 17:56:35,BNBUSDT,-0.21468131,-0.19318573,-0.19318573,0.37797131,27,12,0.99493241,-0.00007675,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 17:56:35,SOLUSDT,-0.38396908,-0.38396908,-0.38396908,0.24549908,12,4,0.55545358,-0.01939335,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:02:01,BNBUSDT,-0.21478389,-0.19341246,-0.19341246,0.37807389,27,12,0.99482700,-0.00007835,COMPRA,2026-03-10 17:12:13,642.22,0.032
2026-03-10 18:02:01,SOLUSDT,-0.38403767,-0.38403767,-0.38403767,0.24556767,12,4,0.55541748,-0.01939555,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:07:25,BNBUSDT,-0.19487004,-0.18274968,-0.18274968,0.39317004,28,13,1.04367630,0.00063790,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:07:25,SOLUSDT,-0.38411007,-0.38411007,-0.38411007,0.24564007,12,4,0.55537937,-0.01939787,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:12:49,BNBUSDT,-0.19397442,-0.18081250,-0.18081250,0.39227442,28,13,1.04466123,0.00065209,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:12:49,SOLUSDT,-0.38353469,-0.38353469,-0.38353469,0.24506469,12,4,0.55568231,-0.01937946,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:18:12,BNBUSDT,-0.19418201,-0.18126151,-0.18126151,0.39248201,28,13,1.04443288,0.00064880,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:18:12,SOLUSDT,-0.38366805,-0.38366805,-0.38366805,0.24519805,12,4,0.55561208,-0.01938372,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:23:40,BNBUSDT,-0.19387358,-0.18059440,-0.18059440,0.39217358,28,13,1.04477215,0.00065369,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:23:40,SOLUSDT,-0.38346991,-0.38346991,-0.38346991,0.24499991,12,4,0.55571643,-0.01937738,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:29:04,BNBUSDT,-0.19349991,-0.17978618,-0.17978618,0.39179991,28,13,1.04518328,0.00065961,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:29:04,SOLUSDT,-0.38322985,-0.38322985,-0.38322985,0.24475985,12,4,0.55584288,-0.01936970,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:34:27,BNBUSDT,-0.19372530,-0.18027368,-0.18027368,0.39202530,28,13,1.04493529,0.00065604,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:34:27,SOLUSDT,-0.38337465,-0.38337465,-0.38337465,0.24490465,12,4,0.55576660,-0.01937434,COMPRA,2026-03-10 17:37:20,86.07,0.242
2026-03-10 18:39:53,BNBUSDT,-0.19306100,-0.17883683,-0.17883683,0.39136100,28,13,1.04566633,0.00066656,VENTA,2026-03-10 18:02:49,644.59,0.031
2026-03-10 18:39:53,SOLUSDT,-0.66394459,-0.66394459,-0.66394459,0.27543459,13,4,0.36882127,-0.03829762,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 18:45:17,BNBUSDT,-0.20768774,-0.19260137,-0.19260137,0.40598774,28,13,1.04648260,0.00067831,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 18:45:17,SOLUSDT,-0.66340796,-0.66340796,-0.66340796,0.27489796,13,4,0.36897437,-0.03828123,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 18:50:43,BNBUSDT,-0.20792842,-0.19311106,-0.19311106,0.40622842,28,13,1.04622788,0.00067464,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 18:50:43,SOLUSDT,-0.66357539,-0.66357539,-0.66357539,0.27506539,13,4,0.36892660,-0.03828634,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 18:56:07,BNBUSDT,-0.20832956,-0.19396054,-0.19396054,0.40662956,28,13,1.04580343,0.00066853,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 18:56:07,SOLUSDT,-0.66385443,-0.66385443,-0.66385443,0.27534443,13,4,0.36884699,-0.03829486,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 19:01:32,BNBUSDT,-0.20009951,-0.19488844,-0.19488844,0.39839951,27,13,1.06798907,0.00100742,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:01:32,SOLUSDT,-0.66415924,-0.66415924,-0.66415924,0.27564924,13,4,0.36876004,-0.03830417,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 19:06:54,BNBUSDT,-0.14317657,-0.19365995,-0.19365995,0.38917657,27,13,1.21326622,0.00278278,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:06:54,SOLUSDT,-0.66375570,-0.66375570,-0.66375570,0.27524570,13,4,0.36887515,-0.03829185,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 19:12:17,BNBUSDT,-0.14277528,-0.19277126,-0.19277126,0.38877528,27,13,1.21377583,0.00278906,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:12:17,SOLUSDT,-0.66346377,-0.66346377,-0.66346377,0.27495377,13,4,0.36895845,-0.03828293,COMPRA,2026-03-10 18:37:22,85.56,0.241
2026-03-10 19:17:41,BNBUSDT,-0.14263955,-0.19247068,-0.19247068,0.38863955,27,13,1.21394823,0.00279119,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:17:41,SOLUSDT,-0.94240180,-0.94240180,-0.94240180,0.30570180,14,4,0.27655670,-0.05437242,COMPRA,2026-03-10 19:16:28,85.14,0.242
2026-03-10 19:23:09,BNBUSDT,-0.14311756,-0.19352926,-0.19352926,0.38911756,27,13,1.21334115,0.00278370,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:23:09,SOLUSDT,-0.94278855,-0.94278855,-0.94278855,0.30608855,14,4,0.27648554,-0.05438367,COMPRA,2026-03-10 19:16:28,85.14,0.242
2026-03-10 19:28:33,BNBUSDT,-0.14346573,-0.19430034,-0.19430034,0.38946573,27,13,1.21289908,0.00277825,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:28:33,SOLUSDT,-1.08251397,-1.08251397,-1.08251397,0.33755397,15,4,0.24734067,-0.05901826,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 19:33:56,BNBUSDT,-0.14309395,-0.19347699,-0.19347699,0.38909395,27,13,1.21337113,0.00278407,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:33:56,SOLUSDT,-1.08218254,-1.08218254,-1.08218254,0.33722254,15,4,0.24739119,-0.05900907,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 19:39:19,BNBUSDT,-0.14309395,-0.19347699,-0.19347699,0.38909395,27,13,1.21337113,0.00278407,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:39:19,SOLUSDT,-1.08218254,-1.08218254,-1.08218254,0.33722254,15,4,0.24739119,-0.05900907,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 19:44:43,BNBUSDT,-0.14354835,-0.19448330,-0.19448330,0.38954835,27,13,1.21279420,0.00277695,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:44:43,SOLUSDT,-1.08258762,-1.08258762,-1.08258762,0.33762762,15,4,0.24732944,-0.05902030,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 19:50:10,BNBUSDT,-0.14377260,-0.19497992,-0.19497992,0.38977260,27,13,1.21250954,0.00277344,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:50:10,SOLUSDT,-1.08278753,-1.08278753,-1.08278753,0.33782753,15,4,0.24729898,-0.05902584,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 19:55:36,BNBUSDT,-0.17136745,-0.19487537,-0.19487537,0.36976745,24,11,1.10725776,0.00160803,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 19:55:36,SOLUSDT,-1.08274545,-1.08274545,-1.08274545,0.33778545,15,4,0.24730539,-0.05902467,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:01:01,BNBUSDT,-0.17169571,-0.19562030,-0.19562030,0.37009571,24,11,1.10684790,0.00160212,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:01:01,SOLUSDT,-1.08304531,-1.08304531,-1.08304531,0.33808531,15,4,0.24725970,-0.05903298,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:06:23,BNBUSDT,-0.17150566,-0.19518903,-0.19518903,0.36990566,24,11,1.10708517,0.00160554,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:06:23,SOLUSDT,-1.08287171,-1.08287171,-1.08287171,0.33791171,15,4,0.24728615,-0.05902817,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:11:46,BNBUSDT,-0.17141352,-0.19497992,-0.19497992,0.36981352,24,11,1.10720023,0.00160720,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:11:46,SOLUSDT,-1.08278753,-1.08278753,-1.08278753,0.33782753,15,4,0.24729898,-0.05902584,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:25:33,BNBUSDT,-0.17132138,-0.19477082,-0.19477082,0.36972138,24,11,1.10731530,0.00160886,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:25:33,SOLUSDT,-1.08270336,-1.08270336,-1.08270336,0.33774336,15,4,0.24731181,-0.05902350,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:31:02,BNBUSDT,-0.17118317,-0.19445716,-0.19445716,0.36958317,24,11,1.10748792,0.00161135,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:31:02,SOLUSDT,-1.08257710,-1.08257710,-1.08257710,0.33761710,15,4,0.24733105,-0.05902001,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:36:30,BNBUSDT,-0.17124076,-0.19458785,-0.19458785,0.36964076,24,11,1.10741599,0.00161031,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:36:30,SOLUSDT,-1.08262971,-1.08262971,-1.08262971,0.33766971,15,4,0.24732303,-0.05902146,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:41:58,BNBUSDT,-0.17116589,-0.19441796,-0.19441796,0.36956589,24,11,1.10750950,0.00161166,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:41:58,SOLUSDT,-1.08256132,-1.08256132,-1.08256132,0.33760132,15,4,0.24733345,-0.05901957,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:47:20,BNBUSDT,-0.17113134,-0.19433954,-0.19433954,0.36953134,24,11,1.10755266,0.00161228,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:47:20,SOLUSDT,-1.08252975,-1.08252975,-1.08252975,0.33756975,15,4,0.24733826,-0.05901869,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:52:43,BNBUSDT,-0.17128683,-0.19469241,-0.19469241,0.36968683,24,11,1.10735845,0.00160948,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:52:43,SOLUSDT,-1.08267180,-1.08267180,-1.08267180,0.33771180,15,4,0.24731662,-0.05902263,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 20:58:18,BNBUSDT,-0.17125227,-0.19461399,-0.19461399,0.36965227,24,11,1.10740161,0.00161010,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 20:58:18,SOLUSDT,-1.08264023,-1.08264023,-1.08264023,0.33768023,15,4,0.24732143,-0.05902175,COMPRA,2026-03-10 19:24:23,85.61,0.244
2026-03-10 21:03:49,BNBUSDT,-0.17099312,-0.19402589,-0.19402589,0.36939312,24,11,1.10772530,0.00161477,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:04:29,BNBUSDT,-0.17087219,-0.19375144,-0.19375144,0.36927219,24,11,1.10787639,0.00161695,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:04:29,ETHUSDT,-0.12317740,-1.18070274,-0.74167243,0.25638540,15,8,1.00830870,0.00032367,COMPRA,2026-03-10 15:14:47,2051.35,0.006
2026-03-10 21:10:07,BNBUSDT,-0.17156901,-0.19533279,-0.19533279,0.36996901,24,11,1.10700608,0.00160440,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:10:07,ETHUSDT,-0.13922729,-1.19857089,-0.75961039,0.27243529,15,8,1.00789276,0.00030752,COMPRA,2026-03-10 21:05:06,2031.33,0.0102
2026-03-10 21:15:33,BNBUSDT,-0.17192606,-0.19614306,-0.19614306,0.37032606,24,11,1.10656034,0.00159797,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:15:33,ETHUSDT,-0.19860218,-1.26888150,-1.06557143,0.28829218,16,8,0.91512836,-0.00341396,VENTA,2026-03-10 21:12:36,2038.84,0.0102
2026-03-10 21:20:57,BNBUSDT,-0.17183392,-0.19593396,-0.19593396,0.37023392,24,11,1.10667536,0.00159963,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:20:57,ETHUSDT,-0.18912496,-1.26863541,-1.06532559,0.27881496,15,8,0.92875489,-0.00301213,VENTA,2026-03-10 21:12:36,2038.84,0.0102
2026-03-10 21:26:21,BNBUSDT,-0.17198941,-0.19628682,-0.19628682,0.37038941,24,11,1.10648128,0.00159683,COMPRA,2026-03-10 18:45:09,641.08,0.032
2026-03-10 21:26:21,ETHUSDT,-0.18924206,-1.26950143,-1.06625587,0.27893206,15,8,0.92866853,-0.00301590,VENTA,2026-03-10 21:12:36,2038.84,0.0102
2026-03-10 21:31:50,BNBUSDT,-0.16922185,-0.21313692,-0.21313692,0.37740185,24,11,1.11464861,0.00170697,VENTA,2026-03-10 21:27:33,643.45,0.032
2026-03-10 21:31:50,ETHUSDT,-0.18907726,-1.26815772,-1.06480380,0.27876726,15,8,0.92879007,-0.00301059,VENTA,2026-03-10 21:12:36,2038.84,0.0102
2026-03-10 21:37:13,BNBUSDT,-0.18435522,-0.22791329,-0.22791329,0.39253522,24,11,1.11501402,0.00171217,COMPRA,2026-03-10 21:35:07,641.42,0.032
2026-03-10 21:37:13,ETHUSDT,-0.20457975,-1.28312485,-1.07977092,0.29426974,15,8,0.92894363,-0.00300387,COMPRA,2026-03-10 21:35:04,2031.7,0.0103
2026-03-10 21:42:37,BNBUSDT,-0.18393354,-0.22697841,-0.22697841,0.39211354,24,11,1.11553948,0.00171965,COMPRA,2026-03-10 21:35:07,641.42,0.032
2026-03-10 21:42:37,ETHUSDT,-0.20426362,-1.28128757,-1.07782579,0.29395362,15,8,0.92916440,-0.00299422,COMPRA,2026-03-10 21:35:04,2031.7,0.0103
2026-03-10 21:48:02,BNBUSDT,-0.18435522,-0.22791329,-0.22791329,0.39253522,24,11,1.11501402,0.00171217,COMPRA,2026-03-10 21:35:07,641.42,0.032
